name,sex,noc,games,year,city,sport,event,medal,times
Justin Grant Huish,M,USA,1996 Summer,1996,Atlanta,Archery,Archery Men's Team,Gold,22
Allen Kenneth Johnson,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,Gold,22
Michael Duane Johnson,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 200 metres,Gold,22
Alvin Leonardo Harrison,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22
Michael Duane Johnson,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 400 metres,Gold,22
Derrick Ralph Adkins,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold,22
"Daniel Dion ""Dan"" O'Brien",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Decathlon,Gold,22
Charles Allen Austin,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's High Jump,Gold,22
"Frederick Carlton ""Carl"" Lewis",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Long Jump,Gold,22
"Eric Randolph ""Randy"" Barnes",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Shot Put,Gold,22
"Kerry Lorenzo ""Kenny"" Harrison",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Triple Jump,Gold,22
Yolanda Gail L. Devers (-Roberts),F,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 100 metres,Gold,22
Yolanda Gail L. Devers (-Roberts),F,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,22
"Kimberly Elaine ""Kim"" Graham (-Miller)",F,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,22
Charles Wade Barkley,M,USA,1996 Summer,1996,Atlanta,Basketball,Basketball Men's Basketball,Gold,22
Jennifer Lynn Azzi,F,USA,1996 Summer,1996,Atlanta,Basketball,Basketball Women's Basketball,Gold,22
"Charles Frederick ""Karch"" Kiraly",M,USA,1996 Summer,1996,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,22
David Terrell Reid,M,USA,1996 Summer,1996,Atlanta,Boxing,Boxing Men's Light-Middleweight,Gold,22
Michelle Anne Akers,F,USA,1996 Summer,1996,Atlanta,Football,Football Women's Football,Gold,22
"Shannon Lee Miller (-Phillips, -Falconetti)",F,USA,1996 Summer,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Gold,22
Amanda Kathleen Borden (-Cochran),F,USA,1996 Summer,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,22
"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,USA,1996 Summer,1996,Atlanta,Shooting,Shooting Women's Double Trap,Gold,22
Laura Kay Berg,F,USA,1996 Summer,1996,Atlanta,Softball,Softball Women's Softball,Gold,22
"Jeffrey Norman ""Jeff"" Rouse",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,Gold,22
"Bradley Michael ""Brad"" Bridgewater",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,Gold,22
"Joshua Clark ""Josh"" Davis",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,22
"Joshua Clark ""Josh"" Davis",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,22
Ryan Thomas Berube,M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,22
"Thomas Fitzgerald ""Tom"" Dolan",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 400 metres Individual Medley,Gold,22
"Elizabeth Anne ""Beth"" Botsford",F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,Gold,22
Amy Deloris Van Dyken (-Rouen),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,Gold,22
Catherine Mai-Lan Fox,F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22
Amanda Ray Beard (-Brown),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,22
Trina Marie Jackson (-Falca),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,22
Amy Deloris Van Dyken (-Rouen),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,Gold,22
Brooke Marie Bennett (-Frioud),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,Gold,22
Suzannah Bianco,F,USA,1996 Summer,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,22
Andre Kirk Agassi,M,USA,1996 Summer,1996,Atlanta,Tennis,Tennis Men's Singles,Gold,22
"Beatriz Cristina ""Gigi"" Fernandez",F,USA,1996 Summer,1996,Atlanta,Tennis,Tennis Women's Doubles,Gold,22
Lindsay Ann Davenport,F,USA,1996 Summer,1996,Atlanta,Tennis,Tennis Women's Singles,Gold,22
Kendall Duane Cross,M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,22
"Thomas Nelson ""Tom"" Brands, II",M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,22
Kurt Steven Angle,M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,22
Mark James Crear,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,Silver,22
"Jonathan A. ""Jon"" Drummond",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,22
Lance Earl Deal,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Hammer Throw,Silver,22
John Carl Godina,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Shot Put,Silver,22
"Jane Kimberley ""Kim"" Batten",F,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Silver,22
"Michael T. ""Mike"" Dodd",M,USA,1996 Summer,1996,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,22
Dana Chladek (Chladkov-),F,USA,1996 Summer,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,22
Erin Wesley Hartwell,M,USA,1996 Summer,1996,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,22
"Martin Wayne ""Marty"" Nothstein",M,USA,1996 Summer,1996,Atlanta,Cycling,Cycling Men's Sprint,Silver,22
Leslie Michele Burr-Howard (-Leneghan-),F,USA,1996 Summer,1996,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,22
Bruce Oram Davidson,M,USA,1996 Summer,1996,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,22
Jair K. Lynch,M,USA,1996 Summer,1996,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,Silver,22
Amy Yuen-Yee Chow (-Ho),F,USA,1996 Summer,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,Silver,22
Jason B. Gailes,M,USA,1996 Summer,1996,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Silver,22
Karen Kraft (-Rigsby),F,USA,1996 Summer,1996,Atlanta,Rowing,Rowing Women's Coxless Pairs,Silver,22
Teresa A. Bell (Zarzeczny-),F,USA,1996 Summer,1996,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Silver,22
"Joshua David ""Josh"" Lakatos",M,USA,1996 Summer,1996,Atlanta,Shooting,Shooting Men's Trap,Silver,22
Jeremy Porter Linn,M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,Silver,22
"Gary Wayne Hall, Jr.",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,Silver,22
"William Douglas ""Tripp"" Schwenk, III",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,Silver,22
"Thomas Andrew ""Tom"" Malchow",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,Silver,22
Eric John Namesnik,M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 400 metres Individual Medley,Silver,22
"Gary Wayne Hall, Jr.",M,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Silver,22
Whitney Lynn Hedgepeth (-Luther),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,Silver,22
Amanda Ray Beard (-Brown),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,Silver,22
Whitney Lynn Hedgepeth (-Luther),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,Silver,22
Amanda Ray Beard (-Brown),F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,Silver,22
Allison Marie Wagner,F,USA,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,Silver,22
Dennis William Hall,M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,22
Brandon Douglas Paulson,M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,22
Townsend Saunders,M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,22
"Siamak ""Matt"" Ghaffari",M,USA,1996 Summer,1996,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,22
Calvin B. Davis,M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Bronze,22
"Joseph Tilford Lee ""Joe"" Greene",M,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Men's Long Jump,Bronze,22
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,USA,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 100 metres,Bronze,22
